net_profit_to_total_assets,total_liabilities_to_total_assets,working_capital_to_total_assets,current_assets_to_shortterm_liabilities,cash_flow_to_operating_expenses,retained_earnings_to_total_assets,ebit_to_total_assets,equity_to_total_liabilities,sales_to_total_assets,equity_to_total_assets,gross_profit_plus_other_to_total_assets,gross_profit_to_shortterm_liabilities,gross_profit_plus_dep_to_sales,gross_profit_plus_interest_to_total_assets,liabilities_to_gross_profit_dep,gross_profit_dep_to_total_liabilities,total_assets_to_total_liabilities,gross_profit_to_total_assets,gross_profit_to_sales,inventory_to_sales_days,sales_growth,operating_profit_to_total_assets,net_profit_to_sales,gross_profit_3yr_to_total_assets,equity_minus_capital_to_total_assets,net_profit_dep_to_total_liabilities,operating_profit_to_financial_expenses,working_capital_to_fixed_assets,log_total_assets,liabilities_minus_cash_to_sales,gross_profit_plus_interest_to_sales,current_liabilities_to_cogs_days,operating_expenses_to_shortterm_liabilities,operating_expenses_to_total_liabilities,profit_on_sales_to_total_assets,total_sales_to_total_assets,current_assets_minus_inventory_to_longterm_liabilities,constant_capital_to_total_assets,profit_on_sales_to_sales,current_assets_minus_inventory_receivables_to_shortterm_liabilities,liabilities_to_operating_profit_dep,operating_profit_to_sales,receivables_inventory_turnover_days,receivables_to_sales_days,net_profit_to_inventory,current_assets_minus_inventory_to_shortterm_liabilities,inventory_to_cogs_days,ebitda_to_total_assets,ebitda_to_sales,current_assets_to_total_liabilities,shortterm_liabilities_to_total_assets,shortterm_liabilities_to_cogs_days,equity_to_fixed_assets,constant_capital_to_fixed_assets,working_capital,sales_minus_cogs_to_sales,current_minus_inventory_minus_stli_to_salesminusprofitminusdep,total_costs_to_total_sales,longterm_liabilities_to_equity,sales_to_inventory,sales_to_receivables,shortterm_liabilities_to_sales_days,sales_to_shortterm_liabilities,sales_to_fixed_assets,bankrupt
-0.31743,0.76524,0.044714,1.1245,-3.4901,-1.903,-0.31743,0.30678,0.65492,0.23476,-0.30513,-0.88355,-0.24669,-0.31743,-1728.8,-0.21113,1.3068,-0.31743,-0.48469,28.948,0.53972,-0.30514,-0.48469,-0.69055,-2.2204,-0.21113,-24.806,0.075022,3.8477,1.1569,-0.4828,139.67,2.6134,1.2269,-0.28399,0.65492,0.9211,0.61695,-0.43362,0.022104,-0.17088,-0.46592,220.72,191.77,-6.1114,0.97988,20.192,-0.46101,-0.70392,0.52791,0.35927,0.38265,0.39388,1.0351,314.87,-0.43362,-1.3522,1.442,1.628,12.609,1.9033,200.23,1.8229,1.0988,0
0.021071,0.75778,-0.14866,0.77627,-30.96,0.0,0.021071,0.31964,2.2352,0.24222,0.058859,0.03171,0.032609,0.021071,3794.7,0.096186,1.3196,0.021071,0.0094267,4.0833,1.0397,0.053262,0.0094267,0.062421,0.02128,0.096186,1.4095,-0.30704,4.2857,0.32409,0.018989,110.74,3.2961,2.8903,0.044997,2.2352,6.4448,0.31837,0.020131,0.065628,0.24039,0.023829,77.11,73.027,0.84265,0.73864,4.1671,0.0014442,0.00064613,0.68069,0.66448,0.30339,0.50026,0.65755,-2870.2,0.020131,0.086991,0.99064,0.31442,89.389,4.9982,108.51,3.3638,4.6165,0
0.096775,0.092085,0.51108,6.5508,206.5,0.26938,0.12018,9.5891,1.1233,0.88301,0.12018,1.3052,0.22303,0.12018,189.03,1.9309,10.86,0.12018,0.15074,36.875,0.91107,0.08672,0.12138,0.33495,0.88301,1.6768,1.2219,1.2879,5.9985,-0.30295,0.15074,47.351,7.7084,0.94174,0.08672,0.83609,46496.0,0.88302,0.10877,4.2367,0.020973,0.10877,97.546,60.671,1.2015,5.676,41.421,0.029087,0.036485,6.55,0.092074,0.12973,2.2251,2.2251,509270.0,0.10977,0.1096,0.89023,1.2729e-05,9.8984,6.016,42.153,8.6589,2.009,0
0.1364,0.39871,-0.019754,0.90157,-26.648,0.0,0.1696,1.5081,0.80171,0.60129,0.19086,0.84508,0.4038,0.1696,449.54,0.81195,2.5081,0.1696,0.21155,5.8584,1.0045,0.18387,0.17014,0.38739,0.58781,0.72867,8.6493,-0.024117,4.2072,0.40326,0.23778,117.49,3.1066,1.5637,0.17823,0.80171,0.9314,0.78174,0.22231,0.38633,0.039321,0.22934,47.079,41.221,10.6,0.83746,7.5332,0.029737,0.037092,0.45382,0.20069,0.32189,0.73412,0.95444,-318.29,0.22231,0.22685,0.79225,0.30011,62.303,8.8548,91.372,3.9947,0.97882,0
-0.0049597,0.8929,-0.046518,0.88161,-36.501,-1.4723e-05,-0.003459,0.11994,1.2031,0.1071,0.043584,-0.0088028,0.015143,-0.003459,17890.0,0.020403,1.1199,-0.003459,-0.0028751,20.766,1.2584,0.04078,-0.0041225,0.068622,0.091707,0.018722,0.86687,-0.071174,4.2899,0.73389,0.032579,123.01,2.9672,1.3058,0.037144,1.2031,0.55839,0.60491,0.030875,0.028082,0.47654,0.033897,101.75,80.987,-0.072462,0.70743,21.427,0.019103,0.015879,0.38797,0.39294,0.33702,0.16386,0.92553,-906.8,0.030875,-0.04631,1.0029,4.6483,17.577,4.5069,119.21,3.0617,1.8407,0
0.021138,0.52258,0.02321,1.0831,-4.3401,0.07603,0.026855,0.71858,0.98916,0.37551,0.026855,0.096193,0.068709,0.026855,2654.4,0.13751,1.9136,0.026855,0.025678,12.122,1.0101,0.053456,0.020212,0.094782,0.37551,0.12657,0.50559,0.033271,4.3002,0.48326,0.025678,96.379,3.7871,0.10229,0.053456,1.1158,1.0997,0.61891,0.051113,0.063891,0.17449,0.051113,99.309,87.188,0.6086,0.95873,11.99,0.0084527,0.0080821,0.57866,0.27918,0.26405,0.53829,0.88719,463.28,-0.010954,0.056291,1.011,0.64816,30.112,4.1864,97.434,3.7461,1.4992,0
0.048522,0.2545,0.066456,1.3729,0.98123,0.0,0.061063,2.9292,1.4056,0.7455,0.065034,0.3426,0.11944,0.061063,553.32,0.65966,3.9292,0.061063,0.043442,15.748,1.0525,0.062508,0.03452,0.10569,0.06422,0.61038,15.742,0.087985,4.3002,0.1297,0.045855,46.513,7.8473,5.4957,0.0069611,1.4056,3.6677,0.79568,0.0049523,0.41788,0.0501,0.04447,44.199,28.451,0.80011,1.0326,15.826,-0.044314,-0.031526,0.96145,0.17823,0.12743,0.98701,1.0534,1326.7,0.0049523,0.065087,0.95846,0.067311,23.178,12.829,46.282,7.8864,1.861,0
0.205,0.3604,0.18093,1.6068,34.644,0.0,0.205,1.7747,1.6969,0.6396,0.22585,0.68752,0.13814,0.205,561.21,0.65038,2.7747,0.205,0.12081,16.546,1.1132,0.0,0.12081,0.32462,0.63842,0.65038,0.0,0.34734,5.2316,0.1869,0.27198,100.04,3.6486,3.0185,0.02109,1.6969,12.456,0.67188,0.012429,0.15227,0.40858,0.0,93.289,76.744,2.6651,1.3488,25.808,-0.029403,-0.017328,1.3293,0.29817,0.27408,1.2279,1.2898,30842.0,0.35888,0.32051,0.65421,0.050482,22.06,4.7561,64.137,5.691,3.2575,0
-0.081147,1.0218,0.33044,2.8352,1.5136,-0.25526,-0.081147,-0.021325,0.68988,-0.02179,-0.058792,-0.45068,-0.040668,-0.081147,-13293.0,-0.027458,0.97867,-0.081147,-0.11763,173.12,1.1016,0.0,-0.11763,-0.23582,-0.3364,-0.027458,0.0,0.67506,4.9782,1.347,-0.23009,123.47,2.9561,0.52091,0.082925,0.68988,0.24552,0.72472,0.1202,0.52054,0.64153,0.0,220.5,47.382,-0.24799,1.0179,224.39,-0.053091,-0.076957,0.49961,0.18006,0.33828,-0.044515,1.4805,31428.0,0.22847,3.7241,0.95349,-34.259,2.1083,7.7033,95.263,3.8315,1.4094,0
-0.060639,0.48108,0.27215,1.6993,-46.944,-0.17716,-0.050944,0.96997,0.89908,0.46663,-0.050944,-0.13089,-0.021485,-0.050944,-7166.2,-0.050934,2.0787,-0.050944,-0.04467,138.56,0.75907,-0.0046606,-0.053171,-0.16726,0.46663,-0.071087,-0.036742,0.80363,4.3956,0.38315,-0.04467,111.99,3.2592,-0.0096879,-0.0046606,1.2807,2.4861,0.55851,-0.0040866,0.1164,0.72617,-0.0040866,197.16,58.607,-0.14007,0.5869,124.57,-0.031102,-0.027271,1.3747,0.3892,0.30683,1.3779,1.6492,6766.6,-0.11225,-0.12995,1.1122,0.1969,2.6343,6.2279,124.56,2.9303,3.3676,0
0.056303,0.71624,0.15683,1.5076,-15.496,0.074108,0.074854,0.39174,1.0525,0.28058,0.074854,0.24226,0.11012,0.074854,1911.0,0.191,1.3962,0.074854,0.060255,53.531,0.91117,0.10932,0.045322,0.098612,0.28058,0.1651,0.92617,0.2936,4.1373,0.57565,0.060255,95.553,3.8199,0.15262,0.10932,1.3348,0.69645,0.68783,0.087995,0.077337,0.13749,0.087995,129.84,76.313,0.30903,0.91793,56.342,0.047369,0.038131,0.65037,0.30899,0.26179,0.52525,1.2876,2151.5,0.049904,0.20067,0.9501,1.4515,6.8185,4.783,90.785,4.0205,2.3256,0
0.027975,0.73151,0.027027,1.0408,-68.537,-0.078687,0.035206,0.36703,1.4532,0.26849,0.10374,0.053102,0.078639,0.035206,2336.5,0.15622,1.367,0.035206,0.024227,61.499,0.9504,0.10249,0.019251,0.086615,-0.050712,0.14633,1.4954,0.087185,4.4387,0.48344,0.037565,174.64,2.0901,1.8942,0.067492,1.4532,58.804,0.27606,0.046445,0.090414,0.1343,0.070531,158.26,96.759,0.11426,0.67146,64.494,0.023425,0.01612,0.94326,0.66298,0.47846,0.8661,0.89052,742.13,0.046445,0.10419,0.97641,0.028196,5.9351,3.7723,166.53,2.1919,4.6876,0
0.15272,0.36388,0.5626,2.569,118.11,0.0,0.15272,1.7481,2.0234,0.63612,0.19383,0.42593,0.079461,0.15272,826.08,0.44184,2.7481,0.15272,0.075479,10.215,1.1003,0.0,0.075479,0.43389,0.62053,0.44184,0.0,7.1359,4.5061,0.0046194,0.15096,85.611,4.2635,4.2011,0.018312,2.0234,162.47,0.64144,0.0090503,1.0085,1.5056,0.0,100.94,90.725,2.6971,2.4111,13.52,-0.0080559,-0.0039814,2.5315,0.35856,0.23455,8.0684,8.1359,18044.0,0.24447,0.24009,0.79694,0.0083653,35.733,4.0231,64.681,5.6431,25.664,0
-0.1012,0.69715,0.07127,1.3163,-22.733,-0.086104,-0.10125,0.34423,1.0615,0.23998,-0.10125,-0.44929,-0.1163,-0.10125,-2513.2,-0.14523,1.4344,-0.10125,-0.1163,50.228,1.4149,0.027718,-0.11623,-0.086216,0.23998,-0.14516,0.33794,0.10133,4.9839,0.73445,-0.1163,100.29,3.6396,0.039759,0.027718,0.87898,0.37478,0.71177,0.031837,0.27058,0.8269,0.031837,98.794,48.566,-0.84465,0.78462,53.315,0.027718,0.031837,0.42548,0.22536,0.27475,0.34118,1.0119,6867.9,0.057908,-0.42168,0.94209,1.966,7.2669,7.5156,94.478,3.8633,1.2378,0
0.15613,0.439,0.27491,1.9713,37.455,0.0,0.15613,1.2779,1.1623,0.561,0.16084,0.5516,0.15133,0.15613,910.95,0.40068,2.2779,0.15613,0.13432,60.17,1.1441,0.0,0.13432,0.24908,0.49927,0.40068,0.0,0.6219,5.3099,0.26519,0.30066,128.98,2.8299,1.8245,0.0064432,1.1623,2.4815,0.70863,0.0055434,0.46917,0.74008,0.0,133.51,73.34,0.81483,1.2943,87.314,-0.019773,-0.017011,1.271,0.28304,0.35337,1.2691,1.6031,56115.0,0.31088,0.2783,0.69356,0.26315,6.0662,4.9768,88.882,4.1066,2.6294,0
0.19505,0.30494,0.18119,1.6987,27.839,0.40164,0.19505,2.2603,1.1713,0.68927,0.19505,0.75213,0.19822,0.19505,442.33,0.82517,3.2793,0.19505,0.15365,28.887,1.0343,0.21938,0.15365,0.40164,0.68927,0.82517,2.0241,0.32386,4.6911,0.12086,0.15365,87.336,4.1793,0.7194,0.21938,1.3134,7.4558,0.73488,0.17281,0.5892,0.036331,0.17281,82.728,53.841,1.9414,1.3113,33.835,0.1628,0.12824,1.4446,0.25933,0.23928,1.232,1.3135,8896.5,0.14623,0.28298,0.85377,0.066171,12.635,6.7792,74.565,4.8951,2.269,0
0.05587,0.65698,0.036095,1.0642,-34.274,0.0,0.001476,0.52211,2.3339,0.34302,0.026062,0.0026245,0.026799,0.001476,3834.0,0.095201,1.5221,0.001476,0.00063245,38.951,0.93509,0.020452,0.023939,0.070451,0.18408,0.17799,0.83187,0.089903,3.8074,0.26937,0.010186,88.736,4.1133,3.5212,0.020452,2.3339,3.6953,0.43758,0.0087633,0.052982,0.26863,0.0087633,88.943,49.992,0.22433,0.62135,39.295,-0.040617,-0.017403,0.911,0.56242,0.24311,0.85436,1.0899,231.65,0.0087633,0.16288,0.99937,0.2757,9.3708,7.3011,87.958,4.1497,5.813,0
0.075471,0.77172,-0.32794,0.49209,-73.425,0.0,0.095969,0.2958,2.2215,0.22828,0.17204,0.14864,0.074485,0.095969,1702.3,0.21441,1.2958,0.095969,0.0432,12.338,1.2758,0.16922,0.033973,0.1213,0.09269,0.18785,2.2245,-0.48065,3.521,0.34666,0.073131,115.21,3.1682,2.6506,0.17595,2.2215,1.9246,0.35434,0.079202,0.0024971,0.10776,0.076175,51.938,39.6,1.005,0.37578,13.4,0.099722,0.04489,0.41171,0.64566,0.31564,0.33458,0.51935,-1088.4,0.079202,0.33061,0.95778,0.55224,29.582,9.2172,106.08,3.4407,3.256,0
0.12263,0.40232,0.24556,2.8987,15.852,-0.0036023,0.15372,1.4856,1.3948,0.59768,0.18017,1.1886,0.13692,0.15372,768.92,0.47469,2.4856,0.15372,0.1102,50.261,0.95906,0.18008,0.087918,0.44276,0.59593,0.39743,6.8062,0.39283,4.6111,0.20868,0.12765,39.041,9.3492,3.0053,0.18572,1.3948,0.68048,0.86634,0.13314,0.87479,0.061705,0.1291,68.497,18.235,0.63847,1.4136,57.981,0.14281,0.10239,0.93182,0.12933,0.10696,0.95612,1.3859,10030.0,0.13314,0.20518,0.89028,0.44951,7.262,20.016,33.843,10.785,2.2314,0
0.001283,0.87457,-0.086216,0.80786,-64.214,0.0,0.0041505,0.14342,1.1902,0.12543,0.037703,0.0092494,0.032618,0.0041505,8222.4,0.044391,1.1434,0.0041505,0.0034871,33.238,1.0639,0.036505,0.001078,0.038835,0.11994,0.041112,1.088,-0.13524,4.0594,0.72496,0.027117,140.12,2.605,1.3366,0.021285,1.1902,1.7417,0.27134,0.017883,0.043312,0.40957,0.030671,105.21,71.972,0.011838,0.56633,33.843,0.0018322,0.0015394,0.4145,0.44873,0.38388,0.19676,0.42564,-988.62,0.017883,0.010229,0.99658,1.1633,10.982,5.0714,137.61,2.6524,1.867,0
0.13057,0.31161,0.086976,1.3811,-3.8685,0.32603,0.16182,2.0087,1.0137,0.62592,0.16182,0.709,0.084833,0.16182,545.93,0.66859,3.2091,0.16182,0.065891,16.432,1.1499,0.16671,0.053164,0.38888,0.62592,0.56828,0.6881,0.12701,4.0353,0.10013,0.065891,34.386,10.615,0.53498,0.16671,2.605,2.4547,0.70929,0.067881,0.29638,0.048047,0.067881,36.794,20.363,1.1809,0.89666,16.657,0.12019,0.048939,1.0116,0.22824,0.094208,0.91404,1.0358,943.39,0.01351,0.2086,0.98649,0.1332,22.213,17.925,33.922,10.76,3.5864,0
0.0040264,0.57573,0.073098,1.2128,-76.505,0.30071,0.00194,0.73693,1.1517,0.42427,0.086885,0.0056465,0.056465,0.00194,3231.3,0.11296,1.7369,0.00194,0.0016844,41.757,1.0994,0.058053,0.0034959,0.19224,0.3893,0.11658,0.68342,0.12531,4.9136,0.49988,0.0016844,134.97,2.7043,1.6138,0.22261,1.1517,1.2273,0.65643,0.19328,0.36493,0.15841,0.050405,92.314,50.557,0.030558,0.82926,51.761,-0.0050391,-0.0043752,0.72373,0.34357,0.36978,0.72733,1.1253,1.2128,0.19328,0.0094901,0.85897,0.54718,8.7411,7.2195,108.88,3.3522,1.9744,0
0.16002,0.361,0.31945,1.9024,36.344,0.53633,0.20407,1.7208,1.1309,0.62122,0.20407,0.5765,0.13311,0.20407,526.53,0.69322,2.7701,0.20407,0.10855,30.092,1.0784,0.20107,0.085118,0.6757,0.62122,0.57121,1.2096,0.97821,5.0019,0.1877,0.10855,77.723,4.6962,0.55699,0.20107,1.9136,73.895,0.62823,0.10695,0.026617,0.048001,0.10695,128.92,98.824,1.0324,1.4646,34.032,0.15489,0.082389,1.8655,0.35398,0.21294,1.9023,1.9238,32089.0,0.11577,0.2576,0.88423,0.011294,12.13,3.6934,68.725,5.311,5.7569,0
0.029691,0.82271,0.21646,1.4351,-145.0,0.0,0.028641,0.21549,1.2037,0.17729,0.27894,0.057573,0.051199,0.028641,4872.6,0.074908,1.2155,0.028641,0.023794,10.515,1.1407,0.25325,0.024666,0.093677,0.14304,0.076185,1.0118,0.75662,4.7158,0.66572,0.048109,184.74,1.9758,1.1947,0.22084,1.2037,2.5927,0.43927,0.18347,1.1775,0.095809,0.21039,38.861,28.346,0.85621,1.3654,12.878,0.22026,0.18299,0.86776,0.49746,0.50614,0.61971,1.5355,11249.0,0.18347,0.16747,0.97809,1.4777,34.712,12.877,150.85,2.4197,4.2075,0
0.042403,0.14044,0.29426,3.1995,0.58625,0.33564,0.053074,6.0363,1.0044,0.84777,0.053074,0.39671,0.035999,0.053074,408.28,0.89398,7.1202,0.053074,0.015217,28.057,0.92101,-0.0055819,0.012158,0.41979,0.84777,0.818,-0.016075,0.51448,4.3981,0.036411,0.015217,14.063,25.955,-0.039744,-0.0055819,3.5714,24.011,0.85443,-0.0016004,0.25478,0.069019,-0.0016004,41.229,13.172,0.15816,1.1956,28.181,-0.078064,-0.022383,3.0478,0.13378,0.038528,1.4822,1.4939,7358.8,0.0043864,0.050016,0.99561,0.0078577,13.009,27.71,14.001,26.07,6.0979,0
0.039245,0.45418,0.3032,3.2354,-6.429,0.12769,0.048325,1.1982,1.1217,0.54422,0.048325,0.35629,0.071818,0.048325,2324.6,0.15701,2.2018,0.048325,0.048667,115.24,1.4338,0.10903,0.039523,0.14891,0.54422,0.13702,1.2317,0.54029,5.2072,0.44787,0.048667,55.925,6.5266,0.24006,0.10903,1.0015,0.39341,0.86276,0.1098,0.10719,0.1131,0.1098,155.96,40.722,0.12518,0.92395,129.27,0.086044,0.086654,0.96621,0.13563,0.15322,0.96979,1.5374,48856.0,0.1085,0.072113,0.8915,0.58532,3.1672,8.9633,49.857,7.3209,1.7694,0
-0.19469,1.1039,-0.32026,0.66102,-142.6,-0.31032,-0.2268,-0.099542,0.93187,-0.10988,-0.2268,-0.24005,-0.12355,-0.2268,-2244.6,-0.16261,0.90589,-0.2268,-0.1561,69.409,1.0038,-0.10484,-0.134,-0.33325,-0.10988,-0.13352,-0.67242,-0.85296,4.9747,0.72832,-0.1561,221.18,1.6502,-0.094971,-0.10484,1.4618,2.1888,0.049216,-0.072158,0.050813,-0.63066,-0.072158,144.84,75.426,-0.70466,0.36859,64.68,-0.15213,-0.10471,0.56575,0.94479,0.60598,-0.29265,0.13108,-30213.0,-0.073111,1.7717,1.0731,-1.4479,5.2587,4.8392,237.35,1.5378,3.8695,0
0.0012239,0.41767,0.023713,1.0655,-78.077,-0.026674,0.0028465,1.3474,1.0246,0.56277,0.0028465,0.0078641,0.062146,0.0028465,2512.6,0.14527,2.3943,0.0028465,0.0029156,81.141,1.0419,0.02487,0.0012536,-0.033224,0.56277,0.14138,0.261,0.038601,4.1924,0.41879,0.0029156,138.65,2.6325,0.059546,0.02487,0.98608,3.0273,0.61847,0.025474,0.026521,0.16605,0.025474,140.6,59.459,0.0056391,0.46591,83.135,-0.032956,-0.033756,0.9234,0.36196,0.37986,0.91607,1.0068,369.3,0.02399,0.0021747,0.97601,0.098986,4.4984,6.1387,135.32,2.6972,1.5892,0
-0.012948,0.32718,0.013567,1.0443,-30.728,0.0027479,-0.012948,2.0564,1.6287,0.67282,0.00021711,-0.042242,0.063106,-0.012948,1161.9,0.31414,3.0564,-0.012948,-0.0079497,29.769,0.73429,-0.0069199,-0.0079497,0.34825,0.36451,0.31414,-0.52564,0.019954,3.9382,0.19979,-0.00010187,69.016,5.2887,4.9546,0.0076554,1.6287,9.06,0.69349,0.0047003,0.035931,0.10023,-0.0042487,69.264,39.495,-0.097473,0.6109,29.909,-0.12265,-0.075305,0.9783,0.30651,0.18908,0.98956,1.02,117.67,0.0047003,-0.019244,1.0079,0.030718,12.261,9.2417,68.691,5.3136,2.3954,0
-0.096577,0.67135,0.2342,1.5767,-46.088,-0.0078746,-0.11777,0.48375,1.078,0.32476,-0.11777,-0.28998,-0.060713,-0.11777,-3767.3,-0.096886,1.4895,-0.11777,-0.10993,120.32,1.1777,0.070954,-0.090147,-0.008695,0.32476,-0.065319,0.71395,0.65117,5.2546,0.60798,-0.10993,149.16,2.4471,0.10569,0.070954,1.0723,1.0828,0.58998,0.06623,0.053017,0.17846,0.06623,210.82,90.505,-0.27347,0.70711,129.7,0.018228,0.017015,0.95381,0.40613,0.40865,0.90296,1.6404,42094.0,0.072345,-0.29738,0.92766,0.81664,3.0336,4.0329,138.37,2.6379,2.9787,0
-0.41206,1.6869,-0.66613,0.39936,-441.24,-0.58493,-0.41013,-0.41142,1.0585,-0.69401,-0.41013,-0.3698,-0.46823,-0.41013,-1737.4,-0.21008,0.59282,-0.41013,-0.54188,71.249,0.96846,-0.10812,-0.54443,-0.58296,-0.69401,-0.21123,-1.5121,-1.1957,4.4393,2.1087,-0.54188,566.14,0.64472,-0.064095,-0.10812,0.77023,0.51081,-0.11618,-0.14285,0.076713,-1.0589,-0.14285,172.56,101.31,-2.7891,0.26614,75.418,-0.16386,-0.2165,0.26256,1.109,1.5511,-1.2458,-0.20855,-18317.0,0.055283,0.59373,0.94472,-0.83259,5.1229,3.6026,534.84,0.68245,1.3586,0
0.0070865,0.48558,0.10391,1.2257,-42.123,0.011754,0.0070865,1.0346,1.0228,0.5024,0.0070865,0.015395,0.03069,0.0070865,2939.2,0.12418,2.0594,0.0070865,0.0036067,58.476,1.0748,0.035244,0.0036067,0.011754,0.5024,0.12418,0.18347,0.23846,4.897,0.2435,0.0036067,87.462,4.1733,0.072582,0.035244,1.9786,9.8745,0.52766,0.017938,0.032185,0.18047,0.017938,102.06,43.587,0.022512,0.54191,59.81,-0.017969,-0.0091455,1.162,0.46032,0.23962,1.1529,1.2109,8197.3,0.022296,0.014105,0.9777,0.050283,6.2419,8.374,85.512,4.2684,4.5089,0
0.059313,0.55891,0.22067,2.8552,47.306,0.0038255,0.059313,0.7892,0.95355,0.44109,0.12152,0.49865,0.087905,0.059313,2433.8,0.14997,1.7892,0.059313,0.062202,39.216,0.99195,0.1205,0.062202,0.19068,0.40495,0.14997,1.9373,0.33416,3.8399,0.54928,0.078695,52.114,7.0038,1.4906,0.12047,0.95355,0.55474,0.86862,0.12634,0.39603,0.12847,0.12637,111.97,72.751,0.57894,1.9939,44.887,0.095994,0.10067,0.60765,0.11895,0.14278,0.66793,1.3153,1526.4,0.12634,0.13447,0.93794,0.96926,9.3074,5.0171,45.531,8.0166,1.4439,0
-0.006725,0.67632,0.046982,1.0914,-26.683,0.084358,-0.0066067,0.47426,1.0412,0.32075,-0.0066067,-0.012854,0.018378,-0.0066067,10671.0,0.034205,1.4786,-0.0066067,-0.0052486,38.69,1.0753,0.053639,-0.0053426,0.087227,0.32075,0.03403,0.44367,0.10701,5.3609,0.52347,-0.0052486,155.17,2.3522,0.07931,0.053639,1.264,2.6335,0.4831,0.042613,0.035706,0.26668,0.042613,157.34,118.65,-0.050402,0.83181,40.283,0.023898,0.018986,0.82943,0.51397,0.42513,0.73057,1.1003,10786.0,0.039538,-0.020966,0.96046,0.50613,9.4339,3.0763,149.04,2.4491,2.867,0
0.073257,0.33926,0.32006,2.0588,7.9098,0.0,0.10028,1.9476,3.8976,0.66074,0.14154,0.33176,0.042701,0.10028,744.04,0.49057,2.9476,0.10028,0.02573,21.847,1.1404,0.14154,0.018796,0.060552,0.62518,0.4109,3.431,0.84746,3.148,0.068066,0.026642,29.627,12.32,10.977,0.17354,3.8976,10.519,0.69772,0.044526,0.26588,0.054452,0.036314,50.754,28.907,0.31402,1.2871,22.865,0.075391,0.019343,1.8344,0.30228,0.081169,1.7495,1.8475,450.0,0.044526,0.11087,0.97431,0.055974,16.707,12.627,28.307,12.894,10.32,0
0.19015,0.23255,0.57554,3.72,265.53,0.36653,0.23844,2.081,1.2898,0.48392,0.23844,1.1269,0.29737,0.23844,326.64,1.1175,4.3002,0.23844,0.27286,24.879,1.4246,0.19219,0.2176,0.46155,0.48392,0.9098,2.8367,2.7038,5.5313,-0.25566,0.27286,113.99,3.202,0.82646,0.19219,0.94362,34.728,0.50487,0.21993,2.3063,0.035792,0.21993,124.94,100.06,3.1924,3.4385,32.089,0.17077,0.19542,3.3849,0.21159,0.31231,2.2734,2.3718,195600.0,0.22468,0.39294,0.77532,0.043294,14.671,3.6476,88.38,4.1299,4.1052,0
0.26622,0.39504,0.23998,2.1164,39.357,0.48095,0.26622,1.5288,1.2536,0.60395,0.26622,1.2385,0.20681,0.26622,515.36,0.70824,2.5314,0.26622,0.19679,32.952,1.1725,0.27766,0.19679,0.48095,0.60395,0.70824,2.573,0.44029,4.0123,0.216,0.19679,72.705,5.0203,0.70288,0.27766,1.3585,1.8481,0.78403,0.20525,0.48467,0.044597,0.20525,94.637,61.684,2.1798,1.5482,41.308,0.2641,0.19523,1.1516,0.21496,0.19919,1.1081,1.4384,2468.8,0.20228,0.4408,0.79772,0.29817,11.077,5.9172,57.998,6.2934,2.482,0
0.074557,0.52286,0.16898,1.3822,-57.351,0.24238,0.093871,0.9055,1.051,0.47345,0.093871,0.21231,0.080327,0.093871,1509.9,0.24174,1.9126,0.093871,0.059658,92.416,1.2401,0.087731,0.047383,0.30194,0.47345,0.2048,0.58601,0.43454,4.4935,0.31679,0.059658,107.8,3.386,0.16779,0.087731,1.6302,2.6354,0.55417,0.055755,0.063977,0.14295,0.055755,135.2,42.783,0.18714,0.48112,97.132,0.055208,0.035086,1.1688,0.44214,0.29533,1.2175,1.425,5264.2,0.048557,0.15748,0.95144,0.17049,3.9495,8.5315,102.56,3.5588,4.0463,0
0.18245,0.24596,0.23765,1.9926,83.166,0.20686,0.18973,2.743,1.1905,0.67467,0.18973,0.79242,0.22758,0.18973,365.41,0.99888,4.0657,0.18973,0.17575,13.704,1.2898,0.16246,0.16901,0.22354,0.67467,0.96929,1.7915,0.45448,4.688,0.19568,0.17575,96.373,3.7874,0.66051,0.16246,1.183,66.868,0.6812,0.15049,0.14734,0.037023,0.15049,149.38,135.67,4.5013,1.8233,16.315,0.10651,0.098658,1.9397,0.23943,0.26404,1.2902,1.3027,11586.0,0.15999,0.27043,0.84001,0.0096767,26.634,2.6903,80.954,4.5087,2.0645,0
0.18508,0.19125,0.32932,2.9954,8.5894,0.5632,0.23566,4.1935,1.2169,0.802,0.23566,1.428,0.19971,0.23566,256.99,1.4203,5.2288,0.23566,0.17327,64.145,1.2297,0.23202,0.13608,0.69926,0.802,1.1558,2.0758,0.65128,4.6363,0.13142,0.17327,53.894,6.7726,1.2132,0.23202,1.3715,9.7407,0.82821,0.17059,0.46643,0.023462,0.17059,112.01,47.861,0.77431,1.5471,78.057,0.19605,0.14414,2.5849,0.16504,0.14765,1.5861,1.6379,14254.0,0.17822,0.23078,0.82178,0.032684,5.6902,7.6262,44.289,8.2414,2.6899,0
